15,26
17,7
56,69
1,26
14,15
5,25
69,33
67,62
35,1
65,57
30,7
7,50
3,15
38,11
65,66
3,58
5,2
9,13
1,13
47,9
41,7
23,41
21,22
15,41
3,29
11,32
51,70
20,1
12,15
13,3
54,69
39,14
53,66
67,43
65,63
1,23
59,69
23,3
1,21
9,41
37,56
3,11
25,49
29,23
1,34
67,56
43,6
59,53
18,53
27,12
23,44
55,67
45,65
63,59
3,51
4,37
17,41
19,39
19,46
46,59
9,15
33,3
49,65
15,20
53,52
16,23
47,64
63,55
47,57
69,47
1,19
53,51
16,7
62,51
59,63
21,1
11,19
49,66
59,46
2,9
39,56
16,19
14,37
1,18
11,27
3,42
13,25
13,55
3,19
55,59
67,44
8,51
7,17
55,55
3,48
7,33
57,62
4,33
43,52
47,65
69,58
31,9
17,52
4,45
7,51
19,53
12,43
5,43
65,49
51,69
15,25
1,1
49,68
64,63
13,9
63,50
49,59
3,14
49,57
10,25
34,3
3,18
42,55
67,38
34,15
65,42
63,60
14,35
12,19
12,35
17,28
23,4
39,13
23,1
19,4
19,20
69,65
67,67
65,65
3,20
7,45
67,45
11,11
47,3
57,50
69,68
3,3
13,52
64,69
59,60
1,22
3,47
70,63
32,19
1,27
4,49
19,24
46,55
31,5
21,47
63,54
1,29
5,57
29,3
15,19
8,27
63,69
17,29
18,15
29,21
46,7
67,65
28,5
9,53
5,51
41,4
11,21
47,11
47,10
5,27
46,53
1,37
33,2
5,6
43,66
44,53
25,5
13,39
26,27
5,54
47,5
55,58
36,1
60,49
3,5
8,19
61,56
10,37
18,9
31,10
25,19
8,3
22,49
61,65
5,13
32,11
57,60
42,17
17,14
7,47
29,11
15,33
40,3
3,25
14,41
18,7
43,59
17,46
12,21
23,0
25,18
59,51
3,52
63,51
3,1
33,10
67,37
18,45
12,55
33,16
39,10
13,23
11,47
59,59
15,50
65,62
42,13
15,49
47,12
47,59
19,15
69,39
23,21
66,67
7,18
27,20
40,15
33,66
23,28
53,59
37,12
1,36
69,69
61,53
51,68
57,57
1,7
39,51
48,55
63,65
16,49
27,9
0,31
43,8
20,53
10,29
29,7
45,2
45,4
11,5
15,43
24,29
53,50
45,57
3,30
65,45
32,13
2,1
16,3
11,14
41,11
62,57
65,59
53,56
17,17
21,51
28,7
1,15
27,13
7,2
64,47
7,11
69,49
19,5
65,47
30,23
3,26
61,63
19,23
17,1
26,23
5,55
11,4
13,7
7,30
7,52
41,12
24,11
60,69
49,69
7,42
13,5
11,39
1,38
22,23
5,24
3,39
1,43
5,44
19,17
67,63
16,27
49,61
17,53
2,49
9,49
35,12
18,19
15,3
25,4
35,0
19,7
16,11
58,49
20,7
37,19
1,4
21,36
62,67
45,55
14,29
3,10
12,57
31,3
11,40
57,59
61,55
17,16
65,58
66,51
45,3
3,22
3,33
4,25
7,53
45,5
13,17
11,41
8,45
1,31
13,15
42,11
9,27
31,62
7,43
69,56
69,60
33,9
33,5
58,67
13,47
6,27
66,53
25,3
9,19
20,21
13,41
5,59
61,51
11,6
13,21
18,23
17,39
9,22
57,53
21,43
13,29
35,3
7,3
7,24
7,19
63,67
12,29
69,61
6,57
67,55
27,23
25,9
19,18
59,43
55,62
5,49
10,3
15,23
14,47
15,10
39,3
67,53
3,45
49,62
23,15
31,7
7,1
14,43
9,29
57,56
21,45
27,2
69,45
11,37
68,61
26,5
7,23
47,69
47,7
16,51
45,68
27,3
11,29
63,53
17,47
63,64
17,5
62,61
5,45
7,38
19,43
7,5
46,63
19,9
36,9
67,51
8,39
63,70
44,11
25,20
22,13
33,11
23,52
41,57
49,63
42,19
12,11
3,4
3,31
56,65
11,46
34,7
6,21
1,9
11,17
41,6
31,8
67,47
24,17
3,21
70,41
11,54
20,9
58,53
44,65
66,69
42,9
3,17
13,48
69,55
22,33
11,44
53,69
9,3
41,60
48,5
19,31
31,1
25,1
18,3
64,59
59,66
68,67
21,27
0,19
24,51
67,69
19,28
26,31
66,41
37,5
43,3
63,47
13,2
24,9
21,49
67,59
19,21
13,27
69,63
22,7
2,41
11,12
23,13
38,3
17,36
7,57
60,61
30,5
1,3
12,23
22,25
19,11
39,7
13,51
23,18
15,5
39,20
7,22
22,3
53,49
23,49
21,16
0,5
39,52
9,21
6,5
10,53
11,55
51,13
1,8
39,9
9,11
13,32
5,46
5,31
61,49
33,23
21,13
7,37
11,3
3,16
69,57
4,3
17,45
7,32
59,56
39,57
11,15
69,48
23,25
65,56
35,66
67,48
7,39
8,33
6,47
4,39
69,51
7,41
17,13
11,49
1,2
29,4
26,15
17,9
41,3
2,39
20,51
9,51
65,51
47,55
9,18
32,5
13,42
65,41
9,45
51,64
1,46
14,13
15,8
11,13
23,5
23,51
49,58
35,7
42,65
43,65
43,11
61,64
33,1
70,55
13,11
5,21
17,55
21,48
9,37
36,25
7,26
1,17
5,40
61,61
57,52
13,13
4,7
54,65
15,21
35,5
12,17
9,28
57,67
54,61
9,57
56,53
12,1
4,35
40,53
5,29
62,65
6,15
21,19
30,11
9,31
69,53
7,25
5,19
7,49
32,41
57,69
12,45
53,64
11,45
45,9
50,59
1,44
13,49
65,61
44,7
36,5
47,62
1,39
63,36
59,47
49,4
9,47
13,19
1,33
67,54
25,2
5,38
68,45
62,49
2,43
47,60
1,35
1,28
61,58
1,45
2,33
1,54
15,13
2,13
67,64
57,68
21,21
57,65
7,48
14,21
15,11
6,17
23,14
5,58
21,25
69,50
29,19
7,21
3,43
52,59
68,53
51,61
21,30
27,21
2,47
11,51
23,37
43,55
55,50
3,54
3,13
57,49
52,67
16,41
23,17
45,51
24,43
9,24
20,19
25,50
14,49
45,11
13,4
43,56
3,32
67,57
13,43
13,31
41,58
0,41
7,46
19,51
23,19
9,44
5,53
37,9
39,5
23,29
69,59
57,55
47,61
14,19
23,22
66,65
10,1
35,6
63,57
60,53
45,10
47,53
7,55
51,59
43,15
49,60
29,65
22,31
63,45
29,15
58,25
52,15
45,48
50,37
54,17
28,47
55,8
58,7
25,48
63,20
29,2
37,58
25,58
9,38
67,21
3,9
31,29
20,31
25,51
51,12
53,12
57,0
41,14
44,59
28,69
44,1
7,8
65,37
32,57
51,39
50,55
63,6
61,13
23,23
53,21
63,32
35,38
29,30
43,40
65,39
27,39
59,30
67,19
46,51
23,67
69,25
19,10
9,9
35,27
18,35
3,55
15,7
43,30
68,29
13,60
41,65
41,19
50,29
43,37
55,37
37,42
53,19
33,31
44,21
63,43
34,45
63,49
41,17
29,41
46,27
8,69
45,44
31,69
10,57
21,62
39,23
65,27
59,20
21,55
31,57
22,41
54,49
7,60
23,31
59,26
53,15
33,63
70,37
51,57
69,26
59,44
51,6
66,9
55,41
16,31
32,35
29,5
62,25
69,37
27,59
37,69
53,47
34,61
17,31
55,7
67,31
4,61
56,33
37,49
17,49
38,67
27,63
25,42
35,22
67,7
59,38
55,27
37,33
39,62
57,17
42,69
17,69
39,33
16,59
16,63
35,47
13,33
57,25
23,61
58,23
42,43
57,47
21,38
43,50
31,11
47,36
31,51
36,45
4,55
1,60
31,68
36,63
57,3
57,33
51,54
55,9
59,16
37,67
25,32
31,52
35,45
67,27
38,27
57,28
66,15
15,64
5,3
36,27
3,56
31,61
37,22
51,48
61,45
69,5
16,69
55,39
31,27
41,25
35,59
33,15
5,63
33,39
58,1
23,27
37,14
25,69
1,67
9,43
66,3
45,69
67,32
43,48
27,46
50,35
27,22
33,27
30,47
27,35
63,3
9,69
61,3
52,47
67,25
25,66
39,18
37,1
45,13
55,38
44,69
27,55
64,15
21,41
10,41
53,65
1,58
55,43
29,53
49,21
11,34
40,17
27,69
31,44
13,62
32,47
19,35
61,4
59,13
19,29
51,9
63,1
41,1
25,29
47,25
52,3
49,44
9,7
11,63
51,56
45,26
65,19
44,17
7,62
45,37
27,53
21,59
29,18
69,29
50,33
20,33
48,13
9,6
57,29
49,8
53,22
17,27
69,19
20,35
35,67
46,13
9,60
43,28
25,47
53,57
21,67
45,24
9,63
7,65
21,23
27,67
9,39
33,68
51,3
35,51
25,61
35,53
35,61
40,33
30,59
31,25
69,12
7,7
21,57
47,20
9,67
42,47
45,29
24,69
22,59
11,58
29,17
5,62
29,61
69,67
34,31
67,12
27,47
63,22
18,67
41,59
39,65
59,33
31,31
29,47
25,17
43,41
51,15
37,17
57,23
63,23
59,28
35,10
51,37
38,59
67,3
33,43
51,19
59,1
39,64
69,23
29,59
25,33
25,15
55,35
47,23
50,7
59,5
10,35
19,37
47,37
47,16
37,29
11,60
65,10
35,43
53,9
55,29
20,61
17,51
55,69
52,43
51,10
18,55
49,52
65,12
21,10
27,14
32,29
35,9
8,65
61,27
29,67
19,33
16,33
57,8
67,6
31,26
60,15
37,15
14,67
65,29
68,19
36,55
35,21
61,43
47,31
61,48
24,37
29,40
53,42
5,10
39,17
55,10
57,45
51,17
59,19
45,41
45,17
21,31
34,69
50,25
40,65
21,64
52,19
45,1
58,21
8,57
35,29
54,31
59,2
47,45
59,10
29,38
43,32
67,28
41,62
53,31
61,35
45,22
44,41
42,37
1,63
47,42
54,29
25,21
43,25
27,56
41,23
37,8
53,5
35,40
29,43
25,27
63,25
57,46
53,53
25,41
53,7
43,51
15,34
55,44
35,13
46,47
39,42
33,41
35,57
57,18
22,27
13,35
29,9
33,17
15,60
66,7
35,60
49,7
36,69
48,29
25,24
69,8
55,11
50,45
29,57
55,1
29,54
37,11
32,17
29,27
47,63
49,51
1,69
61,39
18,27
67,29
35,25
49,29
61,38
25,39
23,59
30,13
45,46
69,35
8,11
56,3
9,14
29,1
59,31
26,67
62,39
33,29
61,33
27,65
49,23
45,16
66,45
43,36
42,39
63,15
45,43
16,37
0,67
29,39
23,39
7,69
65,18
57,13
62,17
25,46
54,47
37,44
67,15
23,56
6,9
14,33
64,31
51,55
47,67
47,15
59,11
6,67
33,65
32,59
62,9
27,34
49,30
43,20
11,7
29,16
43,27
65,3
21,39
37,35
50,47
40,23
69,24
25,65
34,35
39,11
63,41
41,31
3,68
65,34
57,44
67,11
19,57
63,5
41,39
43,21
31,56
15,56
58,41
37,16
47,51
61,25
49,34
5,33
13,57
28,37
67,39
23,63
65,25
49,26
25,70
42,1
31,20
21,63
17,61
27,27
64,23
16,57
45,15
61,41
53,35
25,54
41,37
42,51
63,21
47,49
63,11
63,2
41,29
67,5
36,39
33,45
12,63
63,28
55,36
19,67
7,35
51,43
43,33
63,31
3,65
45,28
2,59
35,11
36,33
31,41
35,33
34,29
33,61
27,26
49,55
54,21
31,42
53,43
7,59
31,33
56,41
38,47
5,67
64,43
17,23
48,25
39,67
9,68
49,33
60,21
29,26
37,41
30,33
11,66
8,9
27,50
61,32
33,33
50,39
64,19
32,55
5,7
65,38
27,33
48,49
27,18
8,63
30,63
55,19
57,39
33,59
63,14
43,63
56,43
31,63
1,65
37,30
13,61
68,27
31,50
51,5
65,21
41,27
63,9
34,63
51,18
10,67
17,65
29,42
35,17
37,28
17,42
51,35
9,64
41,13
51,51
33,55
51,21
43,31
47,17
48,33
57,34
42,25
40,29
43,18
53,27
22,61
38,31
3,64
34,41
30,17
7,34
29,20
39,45
32,49
39,60
37,59
51,33
64,27
55,25
43,44
35,34
33,37
57,7
47,40
41,46
37,62
37,7
56,15
65,15
43,34
30,65
49,3
63,27
55,5
52,9
47,24
35,20
57,6
49,35
31,24
12,37
57,15
47,43
43,61
44,15
22,39
20,67
10,63
17,67
61,57
63,7
46,19
56,27
55,24
63,13
37,18
49,28
36,31
33,52
51,4
69,11
43,45
33,28
51,11
28,65
55,53
26,57
31,67
31,53
55,17
15,63
53,54
10,15
55,13
51,41
57,38
31,49
53,11
17,57
34,57
63,37
39,24
35,31
57,37
69,18
47,18
41,45
27,17
55,31
37,31
29,25
25,63
54,27
17,2
59,45
23,47
67,33
53,33
37,47
9,55
47,1
40,21
45,39
53,20
57,31
57,4
69,2
33,51
30,37
25,38
68,1
33,54
53,2
57,27
41,47
24,63
21,56
48,37
59,29
64,9
27,45
5,69
39,25
69,31
56,23
31,37
66,25
39,27
59,21
25,34
29,56
33,21
30,51
61,7
53,23
58,11
65,13
69,7
22,67
33,64
46,35
35,18
61,37
15,35
37,25
40,47
61,5
27,64
41,53
57,9
33,62
43,1
49,5
39,39
21,61
28,49
41,42
29,51
49,39
31,30
66,31
27,40
57,21
3,69
54,13
59,37
45,50
52,23
31,59
44,43
10,61
63,63
60,9
47,47
67,23
52,29
3,66
15,61
53,1
27,31
41,35
37,46
7,67
19,61
13,1
5,68
29,63
35,55
22,35
26,41
65,1
52,25
43,26
28,53
18,65
35,39
33,35
38,65
54,41
61,28
47,21
24,25
17,59
58,13
46,5
18,57
25,62
1,57
37,45
55,33
64,7
57,63
28,67
43,29
65,43
49,16
53,17
33,44
60,25
29,31
15,65
31,23
25,68
15,0
49,2
37,36
24,39
59,4
29,33
43,47
26,53
68,39
11,59
17,60
65,67
47,39
27,52
45,61
31,15
59,27
63,19
25,11
3,7
49,49
69,1
11,35
63,29
67,24
35,63
44,23
67,41
41,38
55,21
25,31
59,15
29,32
67,40
68,5
61,29
5,32
61,31
58,37
35,36
25,37
21,29
27,16
39,47
62,7
15,31
51,24
19,38
3,53
29,45
1,62
61,12
29,28
45,47
53,13
17,63
5,5
39,70
49,11
5,35
45,25
59,7
51,53
41,26
7,70
51,40
55,6
39,35
19,64
17,35
49,17
35,37
49,43
49,25
53,41
30,45
28,9
55,26
31,14
49,14
24,59
56,31
41,28
13,63
40,41
65,35
53,37
24,31
45,33
56,13
47,44
67,14
39,26
49,15
43,69
15,69
59,18
49,22
53,29
7,15
19,55
31,64
41,68
7,9
33,46
49,9
65,22
49,27
62,1
18,31
25,35
55,23
39,38
45,27
49,41
13,68
21,53
41,21
70,7
64,39
36,67
47,29
67,9
60,31
47,35
60,13
63,4
57,35
65,36
19,63
51,1
61,1
53,32
66,19
45,34
66,21
40,31
31,34
25,53
27,41
69,41
55,63
51,58
53,39
52,45
27,51
33,32
13,37
52,51
49,45
63,24
35,15
13,69
67,16
33,19
23,35
3,35
11,69
43,23
27,43
5,15
50,11
27,29
31,17
31,21
51,16
33,69
25,23
9,59
61,18
65,4
21,69
51,38
63,30
37,51
67,36
41,41
19,50
3,49
45,19
52,35
60,33
61,21
45,36
7,66
69,27
33,24
35,65
36,65
51,27
8,41
55,45
27,32
16,67
53,36
56,35
43,60
37,27
27,37
47,13
15,37
19,19
51,47
3,67
37,21
24,41
68,21
27,57
49,42
47,41
61,46
17,37
37,43
5,60
57,48
60,23
11,61
47,19
49,37
40,35
63,16
43,39
41,15
39,36
25,60
63,46
48,21
19,65
57,11
42,23
33,26
28,13
37,65
66,29
39,59
59,23
14,65
24,55
25,67
17,44
39,44
39,63
3,63
27,28
7,63
41,43
49,46
35,41
29,29
65,33
31,19
69,15
41,69
50,21
59,36
21,35
64,35
47,33
61,15
52,7
51,25
32,21
53,3
63,17
17,66
30,53
4,69
55,2
63,35
33,53
10,31
31,60
61,9
69,14
33,57
57,1
31,35
37,13
31,38
65,5
1,59
55,51
2,69
29,35
22,65
50,1
49,31
37,37
61,23
25,43
43,17
56,11
49,19
15,67
36,17
43,67
44,39
9,35
51,7
37,57
33,67
41,67
35,69
43,53
39,29
31,39
48,39
36,49
36,51
53,40
51,42
51,29
45,21
67,35
41,33
18,39
61,34
19,69
43,35
65,2
53,16
19,70
39,50
12,69
11,65
62,27
52,27
40,49
35,49
65,23
27,61
33,25
15,59
67,13
54,9
49,13
9,61
11,67
51,65
37,55
33,48
27,62
59,40
3,61
39,21
60,7
19,49
5,65
5,9
29,22
28,35
7,61
53,55
69,3
48,1
30,27
20,59
20,43
23,45
54,1
39,0
59,9
69,4
41,49
29,69
13,65
33,49
69,30
15,9
13,67
23,33
61,11
31,55
41,51
21,68
62,43
64,11
58,33
40,57
29,55
31,45
57,16
17,33
33,47
15,29
20,55
53,25
61,19
15,27
23,66
15,62
39,68
35,35
39,31
59,35
3,59
39,69
27,60
39,37
3,62
47,32
59,17
25,55
2,65
67,1
59,25
26,45
46,67
31,43
70,33
61,17
65,26
45,30
22,57
37,53
39,43
49,1
25,45
60,5
44,61
23,46
57,41
25,7
19,58
51,49
69,9
65,7
31,66
18,69
19,48
35,23
37,39
42,33
56,19
59,3
69,13
54,45
19,47
19,59
65,17
33,22
51,31
29,37
43,13
25,26
62,41
62,13
37,61
27,44
23,57
35,50
69,17
23,53
29,58
11,31
68,35
26,11
25,64
9,65
57,19
33,7
35,58
33,36
5,61
21,11
46,41
45,35
38,35
45,31
48,47
55,14
47,27
45,49
49,47
63,39
48,53
13,59
31,47
45,23
25,25
23,55
39,61
35,19
23,65
35,24
38,33
69,32
65,11
45,45
21,33
25,59
21,65
52,31
57,43
29,49
46,31
63,33
59,42
38,49
48,17
39,41
35,54
64,41
24,35
19,25
7,27
65,0
32,31
63,44
36,37
42,63
50,19
28,61
57,30
65,9
49,53
3,57
29,13
54,37
26,37
13,45
69,16
54,5
34,51
30,69
39,40
6,65
55,47
38,21
23,69
68,9
56,21
69,22
37,23
1,51
35,48
59,39
55,3
18,61
67,17
43,49
31,13
12,65
39,19
55,15
60,43
11,33
65,31
51,67
69,21
28,43
53,45
35,42
51,14
43,43
61,20
1,61
51,32
32,39
25,57
51,23
57,5
70,43
34,21
26,6
68,11
24,3
56,37
64,12
57,66
2,42
34,34
2,25
4,32
38,26
26,33
22,14
36,11
15,44
38,23
22,42
26,59
13,10
66,35
70,44
41,32
18,2
42,38
70,40
10,59
17,18
14,4
42,22
14,7
30,62
12,28
16,14
66,34
19,2
34,10
31,16
52,33
21,18
46,61
22,18
25,6
40,18
29,12
57,24
42,56
15,22
16,8
44,4
41,22
30,0
44,8
12,16
0,51
54,12
36,14
54,19
30,8
34,1
60,18
24,54
2,52
47,58
26,46
67,66
1,48
6,4
38,14
45,62
6,70
16,10
8,6
19,0
22,6
21,58
27,6
67,0
23,70
66,30
56,70
9,56
0,46
30,25
46,11
18,48
56,17
37,50
15,70
22,9
16,52
42,57
66,4
5,64
68,12
9,4
18,62
6,41
20,69
24,61
36,28
66,66
53,60
4,14
10,69
12,31
12,32
55,16
56,0
25,56
5,18
52,0
26,12
14,64
12,34
61,8
60,27
46,18
14,1
47,56
68,13
66,55
47,26
68,34
48,14
49,10
46,29
42,18
24,30
70,65
28,70
54,30
30,16
21,52
46,37
68,4
48,2
43,24
11,16
48,12
18,11
10,60
30,61
22,44
60,14
25,30
9,62
55,0
23,30
16,56
2,53
60,62
50,20
48,56
58,19
20,3
51,22
61,52
40,8
24,5
60,35
2,54
57,12
60,52
10,65
4,64
63,48
32,20
30,20
70,25
37,38
55,34
50,44
24,65
3,8
66,11
45,60
12,10
70,23
49,12
66,5
29,14
6,62
28,0
69,38
62,2
16,47
66,27
22,4
70,17
22,45
38,34
24,6
10,23
24,68
26,4
40,1
50,58
22,55
63,0
38,24
10,54
10,28
20,2
49,56
22,5
67,42
33,30
33,20
54,26
59,64
45,8
24,24
41,34
6,3
28,36
47,14
27,48
50,13
36,23
69,40
26,32
42,12
44,26
41,8
60,41
40,37
22,66
28,2
34,28
58,3
28,48
2,60
61,50
48,44
65,50
58,46
0,17
50,5
23,60
52,18
11,20
38,15
26,13
2,38
54,18
37,26
58,30
60,12
23,10
58,29
26,64
53,4
5,30
12,53
6,60
16,21
4,51
20,24
49,0
70,58
52,39
11,56
53,30
38,12
57,32
64,8
36,2
14,11
70,26
23,2
24,8
16,58
20,22
2,24
59,14
28,26
16,66
22,43
4,57
35,28
6,18
21,60
70,8
70,28
18,56
63,10
14,51
64,34
46,9
10,48
20,63
58,10
44,45
36,61
32,28
70,0
34,32
67,18
20,30
54,66
51,44
35,26
38,37
4,63
26,24
54,2
43,58
48,43
0,58
37,4
56,1
11,24
61,14
66,42
68,23
33,0
42,61
48,28
17,20
5,66
16,17
60,64
41,20
56,8
15,14
4,60
52,69
27,8
63,26
28,55
10,66
36,6
54,70
9,58
34,22
29,6
61,30
51,36
24,57
49,36
28,8
48,61
4,8
30,14
40,32
25,36
12,50
18,49
29,64
29,48
20,16
40,5
70,39
16,46
50,23
54,32
42,14
14,50
65,70
42,58
63,8
55,60
56,40
12,18
24,36
8,43
24,58
64,48
25,16
48,31
18,70
40,7
20,29
5,0
60,45
42,29
28,58
58,42
18,0
9,66
30,60
6,23
12,66
58,31
0,47
62,28
10,8
59,32
12,14
68,18
26,18
41,16
29,60
12,49
24,14
12,5
30,2
17,56
52,30
68,41
14,6
23,68
25,22
18,51
68,22
42,28
50,17
68,0
58,22
44,58
9,70
27,68
8,68
44,6
44,9
4,54
11,30
42,4
57,22
60,26
58,9
16,22
6,25
12,68
37,66
10,14
58,2
25,0
27,66
2,61
2,28
36,16
2,22
20,23
52,41
48,41
54,14
53,10
50,2
46,42
18,29
12,4
58,6
46,16
66,58
70,6
23,36
43,38
36,36
24,7
44,31
56,6
26,62
70,32
68,32
46,17
30,22
60,51
38,52
19,62
56,47
18,47
66,12
64,2
40,30
20,4
46,62
54,36
22,69
2,21
36,35
66,16
28,51
16,4
30,48
38,0
58,62
65,54
40,22
38,17
40,54
16,45
22,10
68,30
22,8
35,30
11,48
19,30
28,25
0,65
13,12
8,24
36,15
60,32
69,28
33,4
16,64
70,16
60,48
48,40
4,56
50,0
17,4
12,67
68,65
62,23
59,50
22,1
51,20
32,15
20,66
12,46
67,10
64,30
44,27
64,46
54,15
42,8
34,11
60,4
0,52
54,7
6,8
48,38
50,42
54,10
46,12
62,8
8,58
16,6
26,34
46,10
62,62
22,60
13,6
66,33
67,4
23,64
1,66
47,0
4,52
68,16
19,16
1,42
64,29
36,50
8,18
6,11
53,44
48,58
8,10
52,40
12,44
50,27
56,9
23,42
22,37
50,9
36,7
15,66
13,20
50,32
38,22
55,12
34,16
4,4
41,18
28,56
26,3
39,66
23,20
43,22
24,56
40,55
11,68
2,56
64,38
46,36
17,64
61,40
63,40
13,34
30,29
52,34
43,14
34,20
28,18
11,70
38,7
64,36
51,50
64,57
54,38
56,55
19,66
38,46
1,68
58,20
63,12
38,63
50,15
64,1
4,28
23,32
38,69
54,40
31,46
44,47
11,2
62,59
3,2
18,6
38,68
53,8
65,24
38,6
61,60
36,68
64,28
26,61
70,66
34,39
6,49
0,61
50,68
0,66
68,8
27,42
53,28
4,43
47,68
47,50
70,62
41,56
66,17
43,10
32,62
26,70
68,51
68,52
40,27
26,49
28,15
26,50
58,68
2,15
0,43
43,70
34,70
66,36
18,34
47,34
68,57
29,52
66,39
60,59
22,15
38,9
6,39
49,38
56,51
60,1
54,43
38,50
0,16
68,28
20,57
2,48
52,10
38,16
43,0
44,50
6,32
54,60
14,20
18,42
30,31
53,46
66,1
22,16
28,46
7,16
70,4
68,6
28,66
70,69
21,28
52,64
2,5
40,25
9,10
62,53
24,26
50,8
10,27
36,0
22,50
6,69
56,39
14,44
56,63
37,10
56,52
68,50
8,38
40,6
64,14
35,16
50,26
32,12
64,10
34,26
50,52
52,49
40,2
63,66
4,9
61,0
36,42
16,30
4,6
16,2
40,24
8,22
68,25
30,3
60,40
36,8
30,21
7,64
57,40
4,21
18,59
16,13
60,10
7,58
44,64
10,30
22,64
30,43
42,48
30,40
19,68
70,12
33,60
12,38
50,30
4,13
42,27
2,67
30,70
31,12
10,19
8,36
26,0
22,68
14,56
2,51
6,2
48,68
40,11
58,27
44,2
66,38
6,54
58,12
62,4
6,46
4,36
47,46
49,6
12,25
28,10
68,15
68,38
35,8
5,26
20,50
37,0
2,35
13,8
42,60
2,34
24,40
30,39
12,24
14,32
60,11
0,21
14,34
48,65
0,60
22,47
34,24
13,36
23,38
18,38
38,4
58,52
8,59
10,52
6,64
70,11
34,0
37,32
50,16
1,10
10,20
53,6
66,60
0,38
10,5
43,64
48,26
10,4
0,10
34,40
44,68
16,43
68,63
31,70
30,52
44,57
56,24
34,59
24,23
31,18
14,40
45,64
7,14
52,68
12,30
24,64
70,42
46,33
64,44
10,55
19,34
12,58
21,24
32,61
48,3
60,34
60,70
12,59
8,52
24,19
56,12
18,14
0,33
13,40
5,34
18,43
3,46
49,54
62,48
21,32
42,30
34,27
70,35
18,50
28,63
46,1
26,2
48,60
15,48
0,4
8,14
13,70
51,28
34,62
46,48
8,30
5,36
34,44
16,62
62,60
22,22
26,63
2,40
32,66
4,12
14,0
20,65
38,2
13,14
20,60
62,6
45,18
16,24
42,6
39,34
63,52
57,70
64,40
29,68
28,62
19,44
20,17
31,6
36,3
48,20
60,44
24,10
47,22
32,52
3,50
24,67
60,22
52,28
24,46
12,33
51,8
13,56
3,38
40,50
43,12
24,22
0,54
22,56
0,8
12,9
52,48
37,6
10,45
58,28
40,28
70,24
0,2
42,68
2,2
48,6
24,66
36,66
66,10
50,38
38,56
10,34
42,52
14,2
56,38
56,25
55,48
69,6
67,30
4,15
40,42
25,40
70,47
68,37
38,53
4,66
4,34
32,1
9,36
14,48
42,42
46,15
26,42
60,67
5,4
48,15
48,11
62,37
63,42
13,46
32,27
16,28
30,44
36,46
52,56
15,52
58,18
45,0
10,44
32,58
58,59
27,4
2,36
44,66
58,64
70,38
40,48
11,22
24,53
8,21
4,53
70,5
46,70
40,64
6,43
39,32
70,19
46,25
28,38
18,66
2,11
39,4
